意图,问题,回应
定价交叉,划掉的价格是什么意思？,好消息！你被提供了很多。我们仅在特定夜晚提供的价格比平时低至少 10% 时才会取消价格。谁不喜欢知道他们在做一件好事？折扣类型 每周或每月折扣：房东有时会为至少 7 天的住宿提供每晚价格的折扣。早鸟折扣：当客人在旅行前一定天数预订时，房东可以提供每晚价格的折扣。例如，房东可能会为至少提前 2 个月预订的住宿设置 15% 的折扣。降价：房东在他们选择的特定日期降低价格。我们如何计算降价的真实折扣 我们会随着时间的推移跟踪所有主机的价格。通过查看过去 30 天的中位数价格，我们可以计算出每个主机的平均价格。如果主机在特定日期将其价格降低到低于中位数 10% 或更多，我们会通过划掉原始价格来突出显示节省。它是如何工作的 假设您在六月搜索一个晚上。我们可以看到，在过去的 30 天里，主持人在 4 次不同的场合更改了当晚的价格。我们通过将中间的 2 个价格相加并除以 2 来计算今晚的中位价。 价格 1：90 美元 2 美元：100 美元 3 美元：125 美元 4 美元：140 美元 中位价格：（100 美元 + 125 美元）/2 = 112.50 美元接下来，我们将此中间价与您搜索的当晚的当前价格进行比较。如果当前价格比中位数（本例中为 112.50 美元）至少低 10%，我们会在折扣价旁边显示中位数价格被划掉。例如：112.50 美元 103 美元
定价之夜,为什么夜间定价与白天不同？,如果您向房东提交了行程变更请求并且他们接受了，您的预订将会更新，以反映您房东当前的每日费率。与任何酒店或 B&B 一样，您的房东可能会在您最初预订后提高（或什至降低，如果幸运的话）价格。
定价之夜,为什么夜间定价与白天不同？,如果您向房东提交了行程变更请求并且他们接受了，您的预订将会更新，以反映您房东当前的每日费率。与任何酒店或 B&B 一样，您的房东可能会在您最初预订后提高（或什至降低，如果幸运的话）价格。
定价之夜,我想知道更多为什么白天和晚上住会有价格差异,如果您向房东提交了行程变更请求并且他们接受了，您的预订将会更新，以反映您房东当前的每日费率。与任何酒店或 B&B 一样，您的房东可能会在您最初预订后提高（或什至降低，如果幸运的话）价格。
定价之夜,如果我将预订从白天更改为晚上，会有任何价格差异吗？,如果您向房东提交了行程变更请求并且他们接受了，您的预订将会更新，以反映您房东当前的每日费率。与任何酒店或 B&B 一样，您的房东可能会在您最初预订后提高（或什至降低，如果幸运的话）价格。
定价之夜,夜间价格差异,如果您向房东提交了行程变更请求并且他们接受了，您的预订将会更新，以反映您房东当前的每日费率。与任何酒店或 B&B 一样，您的房东可能会在您最初预订后提高（或什至降低，如果幸运的话）价格。
定价之夜,我看到了白天和晚上的价格差异,如果您向房东提交了行程变更请求并且他们接受了，您的预订将会更新，以反映您房东当前的每日费率。与任何酒店或 B&B 一样，您的房东可能会在您最初预订后提高（或什至降低，如果幸运的话）价格。
清洁费,什么是清洁费？,谁不喜欢进入干净整洁的空间？清洁费是一次性洁您入住的空间的费用，由房东设定。当您预订房源时，这是在每晚房价之上的额外费用。这笔费用包括房东在为客人准备好入住时或离开后产生的额外费用。关于清洁费的须知 在房源搜索结果中，您会看到每晚的费率，其中包括清洁费除以旅行的总夜数。当您提出旅行请求时，每晚费用和清洁费将在价格明细中单独列出。清洁费是预订总额的一部分，不会在旅行结束时退款给客人。
清洁费,为什么要向我收取清洁费？,谁不喜欢进入干净整洁的空间？清洁费是一次性洁您入住的空间的费用，由房东设定。当您预订房源时，这是在每晚房价之上的额外费用。这笔费用包括房东在为客人准备好入住时或离开后产生的额外费用。关于清洁费的须知 在房源搜索结果中，您会看到每晚的费率，其中包括清洁费除以旅行的总夜数。当您提出旅行请求时，每晚费用和清洁费将在价格明细中单独列出。清洁费是预订总额的一部分，不会在旅行结束时退款给客人。
清洁费,我看到我的预订费包括清洁费,谁不喜欢进入干净整洁的空间？清洁费是一次性洁您入住的空间的费用，由房东设定。当您预订房源时，这是在每晚房价之上的额外费用。这笔费用包括房东在为客人准备好入住时或离开后产生的额外费用。关于清洁费的须知 在房源搜索结果中，您会看到每晚的费率，其中包括清洁费除以旅行的总夜数。当您提出旅行请求时，每晚费用和清洁费将在价格明细中单独列出。清洁费是预订总额的一部分，不会在旅行结束时退款给客人。
清洁费,为什么一定要收清洁费？,谁不喜欢进入干净整洁的空间？清洁费是一次性洁您入住的空间的费用，由房东设定。当您预订房源时，这是在每晚房价之上的额外费用。这笔费用包括房东在为客人准备好入住时或离开后产生的额外费用。关于清洁费的须知 在房源搜索结果中，您会看到每晚的费率，其中包括清洁费除以旅行的总夜数。当您提出旅行请求时，每晚费用和清洁费将在价格明细中单独列出。清洁费是预订总额的一部分，不会在旅行结束时退款给客人。
清洁费,清洁费,谁不喜欢进入干净整洁的空间？清洁费是一次性洁您入住的空间的费用，由房东设定。当您预订房源时，这是在每晚房价之上的额外费用。这笔费用包括房东在为客人准备好入住时或离开后产生的额外费用。关于清洁费的须知 在房源搜索结果中，您会看到每晚的费率，其中包括清洁费除以旅行的总夜数。当您提出旅行请求时，每晚费用和清洁费将在价格明细中单独列出。清洁费是预订总额的一部分，不会在旅行结束时退款给客人。
清洁费,为什么我必须支付清洁费？,谁不喜欢进入干净整洁的空间？清洁费是一次性洁您入住的空间的费用，由房东设定。当您预订房源时，这是在每晚房价之上的额外费用。这笔费用包括房东在为客人准备好入住时或离开后产生的额外费用。关于清洁费的须知 在房源搜索结果中，您会看到每晚的费率，其中包括清洁费除以旅行的总夜数。当您提出旅行请求时，每晚费用和清洁费将在价格明细中单独列出。清洁费是预订总额的一部分，不会在旅行结束时退款给客人。
优惠券_如何,优惠券如何运作？,请务必在预订前使用优惠券，并记住，如果您取消预订，优惠券将无法再次使用。要使用您的优惠券： 在结帐页面上点击输入优惠券（在您的付款方式下方） 选择优惠券或输入您的优惠券代码并点击应用 其他详细信息 您无法在预订后申请优惠券：即使您联络爱彼迎支持，在您预订（未来或过去）后，我们无法使用当前或过期的优惠券。如果您取消，优惠券将不予退款：退款基于房东的取消政策，我们无法恢复或重新发放您过去兑换的优惠券。失效日期无法调整：优惠券一旦过期，就无法延长失效日期或更换优惠券。过期的优惠券不能用于过去的预订。每次预订限制一张优惠券：无法申请多张优惠券。
优惠券_如何,我想了解更多关于优惠券的信息,请务必在预订前使用优惠券，并记住，如果您取消预订，优惠券将无法再次使用。要使用您的优惠券： 在结帐页面上点击输入优惠券（在您的付款方式下方） 选择优惠券或输入您的优惠券代码并点击应用 其他详细信息 您无法在预订后申请优惠券：即使您联络爱彼迎支持，在您预订（未来或过去）后，我们无法使用当前或过期的优惠券。如果您取消，优惠券将不予退款：退款基于房东的取消政策，我们无法恢复或重新发放您过去兑换的优惠券。失效日期无法调整：优惠券一旦过期，就无法延长失效日期或更换优惠券。过期的优惠券不能用于过去的预订。每次预订限制一张优惠券：无法申请多张优惠券。
优惠券_如何,如何申请优惠券？,请务必在预订前使用优惠券，并记住，如果您取消预订，优惠券将无法再次使用。要使用您的优惠券： 在结帐页面上点击输入优惠券（在您的付款方式下方） 选择优惠券或输入您的优惠券代码并点击应用 其他详细信息 您无法在预订后申请优惠券：即使您联络爱彼迎支持，在您预订（未来或过去）后，我们无法使用当前或过期的优惠券。如果您取消，优惠券将不予退款：退款基于房东的取消政策，我们无法恢复或重新发放您过去兑换的优惠券。失效日期无法调整：优惠券一旦过期，就无法延长失效日期或更换优惠券。过期的优惠券不能用于过去的预订。每次预订限制一张优惠券：无法申请多张优惠券。
优惠券_如何,什么时候申请优惠券？,请务必在预订前使用优惠券，并记住，如果您取消预订，优惠券将无法再次使用。要使用您的优惠券： 在结帐页面上点击输入优惠券（在您的付款方式下方） 选择优惠券或输入您的优惠券代码并点击应用 其他详细信息 您无法在预订后申请优惠券：即使您联络爱彼迎支持，在您预订（未来或过去）后，我们无法使用当前或过期的优惠券。如果您取消，优惠券将不予退款：退款基于房东的取消政策，我们无法恢复或重新发放您过去兑换的优惠券。失效日期无法调整：优惠券一旦过期，就无法延长失效日期或更换优惠券。过期的优惠券不能用于过去的预订。每次预订限制一张优惠券：无法申请多张优惠券。
优惠券_如何,申请优惠券,请务必在预订前使用优惠券，并记住，如果您取消预订，优惠券将无法再次使用。要使用您的优惠券： 在结帐页面上点击输入优惠券（在您的付款方式下方） 选择优惠券或输入您的优惠券代码并点击应用 其他详细信息 您无法在预订后申请优惠券：即使您联络爱彼迎支持，在您预订（未来或过去）后，我们无法使用当前或过期的优惠券。如果您取消，优惠券将不予退款：退款基于房东的取消政策，我们无法恢复或重新发放您过去兑换的优惠券。失效日期无法调整：优惠券一旦过期，就无法延长失效日期或更换优惠券。过期的优惠券不能用于过去的预订。每次预订限制一张优惠券：无法申请多张优惠券。
优惠券_如何,使用优惠券,请务必在预订前使用优惠券，并记住，如果您取消预订，优惠券将无法再次使用。要使用您的优惠券： 在结帐页面上点击输入优惠券（在您的付款方式下方） 选择优惠券或输入您的优惠券代码并点击应用 其他详细信息 您无法在预订后申请优惠券：即使您联络爱彼迎支持，在您预订（未来或过去）后，我们无法使用当前或过期的优惠券。如果您取消，优惠券将不予退款：退款基于房东的取消政策，我们无法恢复或重新发放您过去兑换的优惠券。失效日期无法调整：优惠券一旦过期，就无法延长失效日期或更换优惠券。过期的优惠券不能用于过去的预订。每次预订限制一张优惠券：无法申请多张优惠券。
优惠券一般,预订后可以申请优惠券吗？,请务必在预订前使用优惠券，并记住，如果您取消预订，优惠券将无法再次使用。要使用您的优惠券： 在结帐页面上点击输入优惠券（在您的付款方式下方） 选择优惠券或输入您的优惠券代码并点击应用 其他详细信息 您无法在预订后申请优惠券：即使您联络爱彼迎支持，在您预订（未来或过去）后，我们无法使用当前或过期的优惠券。如果您取消，优惠券将不予退款：退款基于房东的取消政策，我们无法恢复或重新发放您过去兑换的优惠券。失效日期无法调整：优惠券一旦过期，就无法延长失效日期或更换优惠券。过期的优惠券不能用于过去的预订。每次预订限制一张优惠券：无法申请多张优惠券。
优惠券一般,我可以在预订后申请优惠券吗？,请务必在预订前使用优惠券，并记住，如果您取消预订，优惠券将无法再次使用。要使用您的优惠券： 在结帐页面上点击输入优惠券（在您的付款方式下方） 选择优惠券或输入您的优惠券代码并点击应用 其他详细信息 您无法在预订后申请优惠券：即使您联络爱彼迎支持，在您预订（未来或过去）后，我们无法使用当前或过期的优惠券。如果您取消，优惠券将不予退款：退款基于房东的取消政策，我们无法恢复或重新发放您过去兑换的优惠券。失效日期无法调整：优惠券一旦过期，就无法延长失效日期或更换优惠券。过期的优惠券不能用于过去的预订。每次预订限制一张优惠券：无法申请多张优惠券。
优惠券一般,如果我取消，我还能用回我的优惠券吗？,请务必在预订前使用优惠券，并记住，如果您取消预订，优惠券将无法再次使用。要使用您的优惠券： 在结帐页面上点击输入优惠券（在您的付款方式下方） 选择优惠券或输入您的优惠券代码并点击应用 其他详细信息 您无法在预订后申请优惠券：即使您联络爱彼迎支持，在您预订（未来或过去）后，我们无法使用当前或过期的优惠券。如果您取消，优惠券将不予退款：退款基于房东的取消政策，我们无法恢复或重新发放您过去兑换的优惠券。失效日期无法调整：优惠券一旦过期，就无法延长失效日期或更换优惠券。过期的优惠券不能用于过去的预订。每次预订限制一张优惠券：无法申请多张优惠券。
优惠券一般,每次预订可以使用多少张优惠券？,请务必在预订前使用优惠券，并记住，如果您取消预订，优惠券将无法再次使用。要使用您的优惠券： 在结帐页面上点击输入优惠券（在您的付款方式下方） 选择优惠券或输入您的优惠券代码并点击应用 其他详细信息 您无法在预订后申请优惠券：即使您联络爱彼迎支持，在您预订（未来或过去）后，我们无法使用当前或过期的优惠券。如果您取消，优惠券将不予退款：退款基于房东的取消政策，我们无法恢复或重新发放您过去兑换的优惠券。失效日期无法调整：优惠券一旦过期，就无法延长失效日期或更换优惠券。过期的优惠券不能用于过去的预订。每次预订限制一张优惠券：无法申请多张优惠券。
优惠券一般,优惠券使用限制,请务必在预订前使用优惠券，并记住，如果您取消预订，优惠券将无法再次使用。要使用您的优惠券： 在结帐页面上点击输入优惠券（在您的付款方式下方） 选择优惠券或输入您的优惠券代码并点击应用 其他详细信息 您无法在预订后申请优惠券：即使您联络爱彼迎支持，在您预订（未来或过去）后，我们无法使用当前或过期的优惠券。如果您取消，优惠券将不予退款：退款基于房东的取消政策，我们无法恢复或重新发放您过去兑换的优惠券。失效日期无法调整：优惠券一旦过期，就无法延长失效日期或更换优惠券。过期的优惠券不能用于过去的预订。每次预订限制一张优惠券：无法申请多张优惠券。
优惠券一般,我想在一次预订中使用多张优惠券,请务必在预订前使用优惠券，并记住，如果您取消预订，优惠券将无法再次使用。要使用您的优惠券： 在结帐页面上点击输入优惠券（在您的付款方式下方） 选择优惠券或输入您的优惠券代码并点击应用 其他详细信息 您无法在预订后申请优惠券：即使您联络爱彼迎支持，在您预订（未来或过去）后，我们无法使用当前或过期的优惠券。如果您取消，优惠券将不予退款：退款基于房东的取消政策，我们无法恢复或重新发放您过去兑换的优惠券。失效日期无法调整：优惠券一旦过期，就无法延长失效日期或更换优惠券。过期的优惠券不能用于过去的预订。每次预订限制一张优惠券：无法申请多张优惠券。
优惠券不工作,我的优惠券不起作用。,仔细检查以确保您使用的是正确的代码。如果它仍然不起作用，请记住以下几点：如果优惠券已过期，则无法重新激活它。每次预订只能使用一张优惠券。一张优惠券只能使用一次。如果您取消使用优惠券预订的预订，优惠券将不再有效。对于 28 晚或以上的预订，如果您在预订时选择付款计划，优惠券将降低总价，金额将分摊到付款中。仅接受 爱彼迎 发行的优惠券。如果您使用的优惠券少于全额，任何未使用的折扣金额将被没收。优惠券不能应用于您过去进行的预订。只有收到优惠券的人才能在 爱彼迎 上使用它。无法将优惠券转让给其他人。优惠券只能用于为其签发的预订类型。例如，如果优惠券只能用于住宿，则不能用于体验，或用于 爱彼迎 上的任何其他内容。如果使用优惠券预订的预订稍后发生更改，您需要使用您的付款方式支付差额，或者，如果更改导致退款，我们会将差额记入您的付款方式。但是，您将不会收到优惠券金额的退款，并且优惠券将无法再次使用。优惠券可能有特定限制；有关详细信息，请参阅随优惠券分发的条款和条件。
优惠券不工作,如果我的优惠券代码不起作用，我该怎么办？,仔细检查以确保您使用的是正确的代码。如果它仍然不起作用，请记住以下几点：如果优惠券已过期，则无法重新激活它。每次预订只能使用一张优惠券。一张优惠券只能使用一次。如果您取消使用优惠券预订的预订，优惠券将不再有效。对于 28 晚或以上的预订，如果您在预订时选择付款计划，优惠券将降低总价，金额将分摊到付款中。仅接受 爱彼迎 发行的优惠券。如果您使用的优惠券少于全额，任何未使用的折扣金额将被没收。优惠券不能应用于您过去进行的预订。只有收到优惠券的人才能在 爱彼迎 上使用它。无法将优惠券转让给其他人。优惠券只能用于为其签发的预订类型。例如，如果优惠券只能用于住宿，则不能用于体验，或用于 爱彼迎 上的任何其他内容。如果使用优惠券预订的预订稍后发生更改，您需要使用您的付款方式支付差额，或者，如果更改导致退款，我们会将差额记入您的付款方式。但是，您将不会收到优惠券金额的退款，并且优惠券将无法再次使用。优惠券可能有特定限制；有关详细信息，请参阅随优惠券分发的条款和条件。
优惠券不工作,我申请了优惠券，但它似乎不起作用,仔细检查以确保您使用的是正确的代码。如果它仍然不起作用，请记住以下几点：如果优惠券已过期，则无法重新激活它。每次预订只能使用一张优惠券。一张优惠券只能使用一次。如果您取消使用优惠券预订的预订，优惠券将不再有效。对于 28 晚或以上的预订，如果您在预订时选择付款计划，优惠券将降低总价，金额将分摊到付款中。仅接受 爱彼迎 发行的优惠券。如果您使用的优惠券少于全额，任何未使用的折扣金额将被没收。优惠券不能应用于您过去进行的预订。只有收到优惠券的人才能在 爱彼迎 上使用它。无法将优惠券转让给其他人。优惠券只能用于为其签发的预订类型。例如，如果优惠券只能用于住宿，则不能用于体验，或用于 爱彼迎 上的任何其他内容。如果使用优惠券预订的预订稍后发生更改，您需要使用您的付款方式支付差额，或者，如果更改导致退款，我们会将差额记入您的付款方式。但是，您将不会收到优惠券金额的退款，并且优惠券将无法再次使用。优惠券可能有特定限制；有关详细信息，请参阅随优惠券分发的条款和条件。
优惠券不工作,我想申请优惠券，但它根本不起作用,仔细检查以确保您使用的是正确的代码。如果它仍然不起作用，请记住以下几点：如果优惠券已过期，则无法重新激活它。每次预订只能使用一张优惠券。一张优惠券只能使用一次。如果您取消使用优惠券预订的预订，优惠券将不再有效。对于 28 晚或以上的预订，如果您在预订时选择付款计划，优惠券将降低总价，金额将分摊到付款中。仅接受 爱彼迎 发行的优惠券。如果您使用的优惠券少于全额，任何未使用的折扣金额将被没收。优惠券不能应用于您过去进行的预订。只有收到优惠券的人才能在 爱彼迎 上使用它。无法将优惠券转让给其他人。优惠券只能用于为其签发的预订类型。例如，如果优惠券只能用于住宿，则不能用于体验，或用于 爱彼迎 上的任何其他内容。如果使用优惠券预订的预订稍后发生更改，您需要使用您的付款方式支付差额，或者，如果更改导致退款，我们会将差额记入您的付款方式。但是，您将不会收到优惠券金额的退款，并且优惠券将无法再次使用。优惠券可能有特定限制；有关详细信息，请参阅随优惠券分发的条款和条件。
优惠券不工作,优惠券未应用,仔细检查以确保您使用的是正确的代码。如果它仍然不起作用，请记住以下几点：如果优惠券已过期，则无法重新激活它。每次预订只能使用一张优惠券。一张优惠券只能使用一次。如果您取消使用优惠券预订的预订，优惠券将不再有效。对于 28 晚或以上的预订，如果您在预订时选择付款计划，优惠券将降低总价，金额将分摊到付款中。仅接受 爱彼迎 发行的优惠券。如果您使用的优惠券少于全额，任何未使用的折扣金额将被没收。优惠券不能应用于您过去进行的预订。只有收到优惠券的人才能在 爱彼迎 上使用它。无法将优惠券转让给其他人。优惠券只能用于为其签发的预订类型。例如，如果优惠券只能用于住宿，则不能用于体验，或用于 爱彼迎 上的任何其他内容。如果使用优惠券预订的预订稍后发生更改，您需要使用您的付款方式支付差额，或者，如果更改导致退款，我们会将差额记入您的付款方式。但是，您将不会收到优惠券金额的退款，并且优惠券将无法再次使用。优惠券可能有特定限制；有关详细信息，请参阅随优惠券分发的条款和条件。
优惠券不工作,优惠券不起作用,仔细检查以确保您使用的是正确的代码。如果它仍然不起作用，请记住以下几点：如果优惠券已过期，则无法重新激活它。每次预订只能使用一张优惠券。一张优惠券只能使用一次。如果您取消使用优惠券预订的预订，优惠券将不再有效。对于 28 晚或以上的预订，如果您在预订时选择付款计划，优惠券将降低总价，金额将分摊到付款中。仅接受 爱彼迎 发行的优惠券。如果您使用的优惠券少于全额，任何未使用的折扣金额将被没收。优惠券不能应用于您过去进行的预订。只有收到优惠券的人才能在 爱彼迎 上使用它。无法将优惠券转让给其他人。优惠券只能用于为其签发的预订类型。例如，如果优惠券只能用于住宿，则不能用于体验，或用于 爱彼迎 上的任何其他内容。如果使用优惠券预订的预订稍后发生更改，您需要使用您的付款方式支付差额，或者，如果更改导致退款，我们会将差额记入您的付款方式。但是，您将不会收到优惠券金额的退款，并且优惠券将无法再次使用。优惠券可能有特定限制；有关详细信息，请参阅随优惠券分发的条款和条件。
优惠券主机取消,如果房东取消，我使用的优惠券会怎样？,如果您的房东取消了您使用优惠券的预订，您的优惠券代码将保持有效，并可用于另一次预订。
优惠券主机取消,如果房东取消，我会拿回我的优惠券吗？,如果您的房东取消了您使用优惠券的预订，您的优惠券代码将保持有效，并可用于另一次预订。
优惠券主机取消,我在预订时使用了优惠券，但被房东取消了，我能取回吗？,如果您的房东取消了您使用优惠券的预订，您的优惠券代码将保持有效，并可用于另一次预订。
优惠券主机取消,我在预订时使用了优惠券，但被房东取消了，我可以再次使用吗？,如果您的房东取消了您使用优惠券的预订，您的优惠券代码将保持有效，并可用于另一次预订。
优惠券主机取消,已使用优惠券，但房东取消预订,如果您的房东取消了您使用优惠券的预订，您的优惠券代码将保持有效，并可用于另一次预订。
优惠券主机取消,如果预订被房东取消，我的优惠券会重新计入我的账户吗？,如果您的房东取消了您使用优惠券的预订，您的优惠券代码将保持有效，并可用于另一次预订。
优惠券条款,爱彼迎优惠券的条款是什么？,以下条款和条件适用于在爱彼迎平台上使用的优惠券（“爱彼迎优惠券”）。提供的其他补充条款以及优惠券也适用于您对爱彼迎优惠券的使用。爱彼迎优惠券为一次性使用且不可退款。优惠券不可兑换现金、礼品卡或以前购买的商品，也不能转让或与其他优惠、优惠券或折扣组合使用。在涉嫌欺诈、滥用、违反我们的服务条款、付款服务条款或技术错误的情况下，爱彼迎保留采取任何补救措施的权利，包括作废此优惠券。请参阅下面的特定重新预订优惠券的附加条款。重新预订优惠券 作为 AirCover 的一部分，当房东意外取消您的预订或其他旅行问题中断住宿时，爱彼迎可能会向您发放重新预订优惠券。优惠券仅适用于入住日期在优惠券发放之日起一年内的住宿。重新预订优惠券自发行后 30 天到期。有关更多信息，请参阅爱彼迎关于优惠券到期日期的通信。重新预订优惠券只能用于预订价值（不包括税费）等于或大于重新预订优惠券价值的住宿预订。
优惠券条款,爱彼迎优惠券的条款？,以下条款和条件适用于在爱彼迎平台上使用的优惠券（“爱彼迎优惠券”）。提供的其他补充条款以及优惠券也适用于您对爱彼迎优惠券的使用。爱彼迎优惠券为一次性使用且不可退款。优惠券不可兑换现金、礼品卡或以前购买的商品，也不能转让或与其他优惠、优惠券或折扣组合使用。在涉嫌欺诈、滥用、违反我们的服务条款、付款服务条款或技术错误的情况下，爱彼迎保留采取任何补救措施的权利，包括作废此优惠券。请参阅下面的特定重新预订优惠券的附加条款。重新预订优惠券 作为 AirCover 的一部分，当房东意外取消您的预订或其他旅行问题中断住宿时，爱彼迎可能会向您发放重新预订优惠券。优惠券仅适用于入住日期在优惠券发放之日起一年内的住宿。重新预订优惠券自发行后 30 天到期。有关更多信息，请参阅爱彼迎关于优惠券到期日期的通信。重新预订优惠券只能用于预订价值（不包括税费）等于或大于重新预订优惠券价值的住宿预订。
优惠券条款,爱彼迎优惠券是否有任何条款？,以下条款和条件适用于在爱彼迎平台上使用的优惠券（“爱彼迎优惠券”）。提供的其他补充条款以及优惠券也适用于您对爱彼迎优惠券的使用。爱彼迎优惠券为一次性使用且不可退款。优惠券不可兑换现金、礼品卡或以前购买的商品，也不能转让或与其他优惠、优惠券或折扣组合使用。在涉嫌欺诈、滥用、违反我们的服务条款、付款服务条款或技术错误的情况下，爱彼迎保留采取任何补救措施的权利，包括作废此优惠券。请参阅下面的特定重新预订优惠券的附加条款。重新预订优惠券 作为 AirCover 的一部分，当房东意外取消您的预订或其他旅行问题中断住宿时，爱彼迎可能会向您发放重新预订优惠券。优惠券仅适用于入住日期在优惠券发放之日起一年内的住宿。重新预订优惠券自发行后 30 天到期。有关更多信息，请参阅爱彼迎关于优惠券到期日期的通信。重新预订优惠券只能用于预订价值（不包括税费）等于或大于重新预订优惠券价值的住宿预订。
优惠券条款,优惠券适用哪些条款？,以下条款和条件适用于在爱彼迎平台上使用的优惠券（“爱彼迎优惠券”）。提供的其他补充条款以及优惠券也适用于您对爱彼迎优惠券的使用。爱彼迎优惠券为一次性使用且不可退款。优惠券不可兑换现金、礼品卡或以前购买的商品，也不能转让或与其他优惠、优惠券或折扣组合使用。在涉嫌欺诈、滥用、违反我们的服务条款、付款服务条款或技术错误的情况下，爱彼迎保留采取任何补救措施的权利，包括作废此优惠券。请参阅下面的特定重新预订优惠券的附加条款。重新预订优惠券 作为 AirCover 的一部分，当房东意外取消您的预订或其他旅行问题中断住宿时，爱彼迎可能会向您发放重新预订优惠券。优惠券仅适用于入住日期在优惠券发放之日起一年内的住宿。重新预订优惠券自发行后 30 天到期。有关更多信息，请参阅爱彼迎关于优惠券到期日期的通信。重新预订优惠券只能用于预订价值（不包括税费）等于或大于重新预订优惠券价值的住宿预订。
优惠券条款,适用于优惠券的条款,以下条款和条件适用于在爱彼迎平台上使用的优惠券（“爱彼迎优惠券”）。提供的其他补充条款以及优惠券也适用于您对爱彼迎优惠券的使用。爱彼迎优惠券为一次性使用且不可退款。优惠券不可兑换现金、礼品卡或以前购买的商品，也不能转让或与其他优惠、优惠券或折扣组合使用。在涉嫌欺诈、滥用、违反我们的服务条款、付款服务条款或技术错误的情况下，爱彼迎保留采取任何补救措施的权利，包括作废此优惠券。请参阅下面的特定重新预订优惠券的附加条款。重新预订优惠券 作为 AirCover 的一部分，当房东意外取消您的预订或其他旅行问题中断住宿时，爱彼迎可能会向您发放重新预订优惠券。优惠券仅适用于入住日期在优惠券发放之日起一年内的住宿。重新预订优惠券自发行后 30 天到期。有关更多信息，请参阅爱彼迎关于优惠券到期日期的通信。重新预订优惠券只能用于预订价值（不包括税费）等于或大于重新预订优惠券价值的住宿预订。
优惠券条款,优惠券的条款和条件,以下条款和条件适用于在爱彼迎平台上使用的优惠券（“爱彼迎优惠券”）。提供的其他补充条款以及优惠券也适用于您对爱彼迎优惠券的使用。爱彼迎优惠券为一次性使用且不可退款。优惠券不可兑换现金、礼品卡或以前购买的商品，也不能转让或与其他优惠、优惠券或折扣组合使用。在涉嫌欺诈、滥用、违反我们的服务条款、付款服务条款或技术错误的情况下，爱彼迎保留采取任何补救措施的权利，包括作废此优惠券。请参阅下面的特定重新预订优惠券的附加条款。重新预订优惠券 作为 AirCover 的一部分，当房东意外取消您的预订或其他旅行问题中断住宿时，爱彼迎可能会向您发放重新预订优惠券。优惠券仅适用于入住日期在优惠券发放之日起一年内的住宿。重新预订优惠券自发行后 30 天到期。有关更多信息，请参阅爱彼迎关于优惠券到期日期的通信。重新预订优惠券只能用于预订价值（不包括税费）等于或大于重新预订优惠券价值的住宿预订。
推荐券_旅行积分,如何使用推荐人的旅行积分预订旅行？,如果您通过邀请链接加入爱彼迎获得了旅行积分如果您使用推荐链接注册了爱彼迎，当您支付第一次符合条件的预订时，您的推荐优惠券将自动出现在结帐页面上。您必须有符合条件的预订才有资格获得推荐旅行积分。符合条件的预订必须满足最低价值，其中不包括任何税费。由于最低金额可能会有所不同，因此您应该参考收到的邀请电子邮件或前往邀请页面查看有关哪些预订符合条件的详细信息。如果您通过邀请朋友加入 爱彼迎 获得了旅行积分如果您的朋友使用您的推荐链接注册了 爱彼迎 并完成了符合条件的预订，那么旅行积分将自动添加到您的帐户中。当您为下一次预订付款时，您的旅行积分将显示在结帐页面上。请记住，一旦您的朋友完成符合条件的旅行，您将获得旅行积分。如果您的旅行积分尚未显示，则意味着您的朋友尚未完成他们的旅行或他们的预订不符合条件。
推荐券_旅行积分,如何使用推荐人的旅行积分预订旅行？,如果您通过邀请链接加入爱彼迎获得了旅行积分如果您使用推荐链接注册了爱彼迎，当您支付第一次符合条件的预订时，您的推荐优惠券将自动出现在结帐页面上。您必须有符合条件的预订才有资格获得推荐旅行积分。符合条件的预订必须满足最低价值，其中不包括任何税费。由于最低金额可能会有所不同，因此您应该参考收到的邀请电子邮件或前往邀请页面查看有关哪些预订符合条件的详细信息。如果您通过邀请朋友加入 爱彼迎 获得了旅行积分如果您的朋友使用您的推荐链接注册了 爱彼迎 并完成了符合条件的预订，那么旅行积分将自动添加到您的帐户中。当您为下一次预订付款时，您的旅行积分将显示在结帐页面上。请记住，一旦您的朋友完成符合条件的旅行，您将获得旅行积分。如果您的旅行积分尚未显示，则意味着您的朋友尚未完成他们的旅行或他们的预订不符合条件。
推荐券_旅行积分,如何使用邀请朋友加入爱彼迎获得的旅行积分预订旅行？,如果您通过邀请链接加入爱彼迎获得了旅行积分如果您使用推荐链接注册了爱彼迎，当您支付第一次符合条件的预订时，您的推荐优惠券将自动出现在结帐页面上。您必须有符合条件的预订才有资格获得推荐旅行积分。符合条件的预订必须满足最低价值，其中不包括任何税费。由于最低金额可能会有所不同，因此您应该参考收到的邀请电子邮件或前往邀请页面查看有关哪些预订符合条件的详细信息。如果您通过邀请朋友加入 爱彼迎 获得了旅行积分如果您的朋友使用您的推荐链接注册了 爱彼迎 并完成了符合条件的预订，那么旅行积分将自动添加到您的帐户中。当您为下一次预订付款时，您的旅行积分将显示在结帐页面上。请记住，一旦您的朋友完成符合条件的旅行，您将获得旅行积分。如果您的旅行积分尚未显示，则意味着您的朋友尚未完成他们的旅行或他们的预订不符合条件。
